Date : 2025-07-23 09:16:41
Directory : c:\Users\ibrahim\Downloads\zero_cms
Total : 558 files,  125725 codes, 4137 comments, 7354 blanks, all 137216 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\beykoz\page.tsx               | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\beylikduzu\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\beyoglu\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\buyukcekmece\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\catalca\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\cekmekoy\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\esenler\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\esenyurt\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\eyupsultan\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\fatih\page.tsx                | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\gaziosmanpasa\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\gungorent\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\kadikoy\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\kagithane\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\kartal\page.tsx               | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\kucukcekmece\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\maltepe\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\page.tsx                      | TypeScript JSX     |        336 |         14 |         23 |        373 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\pendik\page.tsx               | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sancaktepe\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sariyer\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sile\page.tsx                 | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\silivri\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sisli\page.tsx                | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sultanbeyli\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\sultangazi\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\tuzla\page.tsx                | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\umraniye\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\uskudar\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\istanbul\zeytinburnu\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\lg\page.tsx                               | TypeScript JSX     |        231 |          4 |         10 |        245 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\nexon\[model]\page.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\nexon\page.tsx                            | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\next\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\next\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\nordmende\[model]\page.tsx                | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\nordmende\page.tsx                        | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\onvo\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\onvo\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\page.tsx                                  | TypeScript JSX     |         47 |          1 |          7 |         55 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\panasonic\[model]\page.tsx                | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\panasonic\page.tsx                        | TypeScript JSX     |         48 |          0 |          4 |         52 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\peaq\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\peaq\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\philips\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\philips\page.tsx                          | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\preo\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\preo\page.tsx                             | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\profilo\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\profilo\page.tsx                          | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\redline\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\redline\page.tsx                          | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\regal\[model]\page.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\regal\page.tsx                            | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\55nu7100\page.tsx                 | TypeScript JSX     |        232 |          4 |         19 |        255 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\[model]\page.tsx                  | TypeScript JSX     |        139 |         14 |          6 |        159 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\adalar\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\arnavutkoy\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\atasehir\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\avcilar\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\bagcilar\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\bahcelievler\page.tsx    | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\bakirkoy\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\basaksehir\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\bayrampasa\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\besiktas\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\beykoz\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\beylikduzu\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\beyoglu\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\buyukcekmece\page.tsx    | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\catalca\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\cekmekoy\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\esenler\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\esenyurt\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\eyupsultan\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\fatih\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\gaziosmanpasa\page.tsx   | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\gungorent\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\kadikoy\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\kagithane\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\kartal\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\kucukcekmece\page.tsx    | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\maltepe\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\page.tsx                 | TypeScript JSX     |        336 |         14 |         23 |        373 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\pendik\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sancaktepe\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sariyer\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sile\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\silivri\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sisli\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sultanbeyli\page.tsx     | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sultangazi\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\tuzla\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\umraniye\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\uskudar\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\zeytinburnu\page.tsx     | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\page.tsx                          | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\seg\[model]\page.tsx                      | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\seg\page.tsx                              | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\skytech\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\skytech\page.tsx                          | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\[model]\page.tsx                     | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\adalar\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\arnavutkoy\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\atasehir\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\avcilar\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bagcilar\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bahcelievler\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bakirkoy\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\basaksehir\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bayrampasa\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\besiktas\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beykoz\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beylikduzu\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beyoglu\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\buyukcekmece\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\catalca\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\cekmekoy\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\esenler\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\esenyurt\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\eyupsultan\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\fatih\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\gaziosmanpasa\page.tsx      | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\gungorent\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kadikoy\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kagithane\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kartal\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kucukcekmece\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\maltepe\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\page.tsx                    | TypeScript JSX     |        336 |         14 |         23 |        373 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\pendik\page.tsx             | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sancaktepe\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sariyer\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sile\page.tsx               | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\silivri\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sisli\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sultanbeyli\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sultangazi\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\tuzla\page.tsx              | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\umraniye\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\uskudar\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\zeytinburnu\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\page.tsx                             | TypeScript JSX     |        231 |          1 |          9 |        241 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sunny\[model]\page.tsx                    | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\sunny\page.tsx                            | TypeScript JSX     |        230 |         14 |          9 |        253 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\tcl\[model]\page.tsx                      | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\tcl\page.tsx                              | TypeScript JSX     |        231 |          1 |          9 |        241 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\telefunken\[model]\page.tsx               | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\telefunken\page.tsx                       | TypeScript JSX     |        238 |         15 |          9 |        262 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\telenova\[model]\page.tsx                 | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\telenova\page.tsx                         | TypeScript JSX     |        231 |         14 |          9 |        254 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\toshiba\[model]\page.tsx                  | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\toshiba\page.tsx                          | TypeScript JSX     |        237 |         15 |          9 |        261 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\[model]\page.tsx                   | TypeScript JSX     |         16 |          0 |          3 |         19 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\adalar\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\arnavutkoy\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\atasehir\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\avcilar\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bagcilar\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bahcelievler\page.tsx     | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bakirkoy\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\basaksehir\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bayrampasa\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\besiktas\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beykoz\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beylikduzu\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beyoglu\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\buyukcekmece\page.tsx     | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\catalca\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\cekmekoy\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\esenler\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\esenyurt\page.tsx         | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\eyupsultan\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\fatih\page.tsx            | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\gaziosmanpasa\page.tsx    | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\gungorent\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kadikoy\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kagithane\page.tsx        | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kartal\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kucukcekmece\page.tsx     | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\maltepe\page.tsx          | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\page.tsx                  | TypeScript JSX     |        358 |         15 |         24 |        397 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\pendik\page.tsx           | TypeScript JSX     |        257 |         10 |         17 |        284 |
| c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sancaktepe\page.tsx       | TypeScript JSX     |        257 |         10 |         17 |        284 |
